,Date,Transaction Type,Num,Customer,Memo/Description,Qty,Sales Price,Amount,Balance
FireWrap® Grip Kit GLOW - Green ( 927 ),03/18/2022,Invoice,M-030122-005B,,FIREWRAP® GRIP KIT	GLOW Green,0,,0.00  ,"3,488.78  "
FireWrap® Grip Kit GLOW - Green ( 927 ),04/28/2022,Invoice,M-040522-001,,FIREWRAP® GRIP KIT	GLOW Green,1,31.50  ,31.50  ,"3,520.28  "
FireWrap® Grip Kit GLOW - Green ( 927 ),05/03/2022,Invoice,M-041822-001,,FIREWRAP® GRIP KIT	GLOW Green,1,31.50  ,31.50  ,"3,551.78  "
FireWrap® Grip Kit GLOW - Green ( 927 ),05/03/2022,Invoice,M-030122-003,,FIREWRAP® GRIP KIT	GLOW Green,3,26.00  ,78.00  ,"3,629.78  "
FireWrap® Grip Kit GLOW - Green ( 927 ),05/03/2022,Invoice,M-041222-004,,FIREWRAP® GRIP KIT	GLOW Green,1,31.50  ,31.50  ,"3,661.28  "
FireWrap® Grip Kit GLOW - Green ( 927 ),05/10/2022,Invoice,M-050322-002,,FIREWRAP® GRIP KIT	GLOW Green,1,31.50  ,31.50  ,"3,692.78  "
FireWrap® Grip Kit GLOW - Green ( 927 ),05/10/2022,Invoice,M-050322-006,,FIREWRAP® GRIP KIT	GLOW Green,3,31.50  ,94.50  ,"3,787.28  "
FireWrap® Grip Kit GLOW - Green ( 927 ),05/20/2022,Invoice,M-050922-001,,FIREWRAP® GRIP KIT	GLOW Green,1,31.50  ,31.50  ,"3,818.78  "
FireWrap® Grip Kit GLOW - Green ( 927 ),05/26/2022,Invoice,M-052622-005,,FIREWRAP® GRIP KIT	GLOW Green,2,31.50  ,63.00  ,"3,881.78  "
FireWrap® Grip Kit GLOW - Green ( 927 ),05/31/2022,Invoice,M-053122-002,,FIREWRAP® GRIP KIT	GLOW Green,4,26.00  ,104.00  ,"3,985.78  "
FireWrap® Grip Kit GLOW - Green ( 927 ),06/23/2022,Invoice,M-062322-001,,FIREWRAP® GRIP KIT	GLOW Green,1,31.50  ,31.50  ,"4,017.28  "
FireWrap® Grip Kit GLOW - Green ( 927 ),06/23/2022,Invoice,M-062322-002,,FIREWRAP® GRIP KIT	GLOW Green,4,31.50  ,126.00  ,"4,143.28  "
FireWrap® Grip Kit GLOW - Green ( 927 ),07/05/2022,Invoice,M-070522-002,,FIREWRAP® GRIP KIT	GLOW Green,0,,0.00  ,"4,143.28  "
FireWrap® Grip Kit GLOW - Green ( 927 ),07/18/2022,Invoice,M-071822-004,,FIREWRAP® GRIP KIT	GLOW Green,1,31.50  ,31.50  ,"4,174.78  "
FireWrap® Grip Kit GLOW - Green ( 927 ),07/26/2022,Invoice,M-072622-001,,FIREWRAP® GRIP KIT	GLOW Green,2,31.50  ,63.00  ,"4,237.78  "
FireWrap® Grip Kit GLOW - Green ( 927 ),07/30/2022,Invoice,M-073022-003,,FIREWRAP® GRIP KIT	GLOW Green,1,31.50  ,31.50  ,"4,269.28  "
FireWrap® Grip Kit GLOW - Green ( 927 ),07/30/2022,Invoice,M-073022-004,,FIREWRAP® GRIP KIT	GLOW Green,10,31.50  ,315.00  ,"4,584.28  "
FireWrap® Grip Kit GLOW - Green ( 927 ),08/10/2022,Invoice,M-081022-001,,FIREWRAP® GRIP KIT	GLOW Green,10,40.95  ,409.50  ,"4,993.78  "
FireWrap® Grip Kit GLOW - Green ( 927 ),08/17/2022,Invoice,M-081722-002,,FIREWRAP® GRIP KIT	GLOW Green,4,31.50  ,126.00  ,"5,119.78  "
FireWrap® Grip Kit GLOW - Green ( 927 ),10/02/2022,Invoice,M-100222-001,,FIREWRAP® GRIP KIT	GLOW Green,3,31.50  ,94.50  ,"5,214.28  "
FireWrap® Grip Kit GLOW - Green ( 927 ),10/31/2022,Invoice,M-103122-002,,FIREWRAP® GRIP KIT	GLOW Green,5,31.50  ,157.50  ,"5,371.78  "
FireWrap® Grip Kit GLOW - Green ( 927 ),10/31/2022,Invoice,M-110122-001,,FIREWRAP® GRIP KIT	GLOW Green,1,31.50  ,31.50  ,"5,403.28  "
FireWrap® Grip Kit GLOW - Green ( 927 ),11/28/2022,Invoice,M-112222-005,,FIREWRAP® GRIP KIT	GLOW Green,11,31.50  ,346.50  ,"5,749.78  "
FireWrap® Grip Kit GLOW - Green ( 927 ),12/07/2022,Invoice,M-120722-001,,FIREWRAP® GRIP KIT	GLOW Green,2,31.50  ,63.00  ,"5,812.78  "
FireWrap® Grip Kit GLOW - Green ( 927 ),12/12/2022,Invoice,M-121222-005,,FIREWRAP® GRIP KIT	GLOW Green,6,31.50  ,189.00  ,"6,001.78  "
FireWrap® Grip Kit GLOW - Green ( 927 ),12/12/2022,Invoice,M-121222-008,,FIREWRAP® GRIP KIT	GLOW Green,2,31.50  ,63.00  ,"6,064.78  "
FireWrap® Grip Kit GLOW - Green ( 927 ),12/13/2022,Invoice,M-121322-001,,FIREWRAP® GRIP KIT	GLOW Green,2,31.50  ,63.00  ,"6,127.78  "
FireWrap® Grip Kit GLOW - Green ( 927 ),01/06/2023,Invoice,M-090922-002,,FIREWRAP® GRIP KIT	GLOW Green,6,31.50  ,189.00  ,"6,316.78  "
Total for FireWrap® Grip Kit GLOW - Green ( 927 ),,,,,,204,,"$	6,316.78  ",
FireWrap® Grip Kit Black,,,,,,,,,
FireWrap® Grip Kit Black,03/26/2021,Invoice,M-032621-008,,FIREWRAP® GRIP KIT 	Black,10,18.75  ,187.50  ,187.50  
FireWrap® Grip Kit Black,03/26/2021,Invoice,M-032621-010,,FIREWRAP® GRIP KIT 	Black,1,18.75  ,18.75  ,206.25  
FireWrap® Grip Kit Black,03/26/2021,Invoice,M-032621-014,,FIREWRAP® GRIP KIT 	Black,2,18.75  ,37.50  ,243.75  
FireWrap® Grip Kit Black,03/26/2021,Invoice,M-032621-015,,FIREWRAP® GRIP KIT 	Black,36,18.75  ,675.00  ,918.75  
FireWrap® Grip Kit Black,03/26/2021,Invoice,M-032621-005,,FIREWRAP® GRIP KIT 	Black,1,18.75  ,18.75  ,937.50  
FireWrap® Grip Kit Black,07/08/2021,Invoice,M-070821-001,,FIREWRAP® GRIP KIT 	Black,10,18.75  ,187.50  ,"1,125.00  "
FireWrap® Grip Kit Black,09/07/2021,Invoice,M-090721-002,,FIREWRAP® GRIP KIT 	Black,6,18.75  ,112.50  ,"1,237.50  "
FireWrap® Grip Kit Black,09/14/2021,Invoice,M-091421-002,,FIREWRAP® GRIP KIT 	Black,1,24.99  ,24.99  ,"1,262.49  "
FireWrap® Grip Kit Black,09/20/2021,Invoice,M-092021-001,,FIREWRAP® GRIP KIT 	Black,5,18.75  ,93.75  ,"1,356.24  "
FireWrap® Grip Kit Black,09/22/2021,Invoice,M-092221-001,,FIREWRAP® GRIP KIT 	Black,3,18.75  ,56.25  ,"1,412.49  "
FireWrap® Grip Kit Black,09/22/2021,Invoice,M-092221-002,,FIREWRAP® GRIP KIT 	Black,20,24.99  ,499.80  ,"1,912.29  "
FireWrap® Grip Kit Black,09/30/2021,Invoice,M-093021-001,,FIREWRAP® GRIP KIT 	Black,12,19.99  ,239.88  ,"2,152.17  "
FireWrap® Grip Kit Black,10/20/2021,Invoice,M-102021-002,,FIREWRAP® GRIP KIT 	Black,5,18.75  ,93.75  ,"2,245.92  "
FireWrap® Grip Kit Black,10/20/2021,Invoice,M-102021-005,,FIREWRAP® GRIP KIT 	Black,2,18.75  ,37.50  ,"2,283.42  "
FireWrap® Grip Kit Black,10/20/2021,Invoice,M-102021-003,,FIREWRAP® GRIP KIT 	Black,2,18.75  ,37.50  ,"2,320.92  "
FireWrap® Grip Kit Black,10/20/2021,Invoice,M-102021-006,,FIREWRAP® GRIP KIT 	Black,6,18.75  ,112.50  ,"2,433.42  "
FireWrap® Grip Kit Black,10/28/2021,Invoice,M-102821-005,,FIREWRAP® GRIP KIT 	Black,1,24.95  ,24.95  ,"2,458.37  "
FireWrap® Grip Kit Black,11/02/2021,Invoice,M-091021-001,,FIREWRAP® GRIP KIT 	Black,3,18.75  ,56.25  ,"2,514.62  "
FireWrap® Grip Kit Black,11/19/2021,Invoice,M-111921-001,,FIREWRAP® GRIP KIT 	Black,1,18.75  ,18.75  ,"2,533.37  "
FireWrap® Grip Kit Black,11/19/2021,Invoice,M-111921-002,,FIREWRAP® GRIP KIT 	Black,10,18.75  ,187.50  ,"2,720.87  "
FireWrap® Grip Kit Black,11/25/2021,Invoice,M-112521-001,,FIREWRAP® GRIP KIT 	Black,7,24.95  ,174.65  ,"2,895.52  "
FireWrap® Grip Kit Black,11/30/2021,Invoice,M-113021-003,,FIREWRAP® GRIP KIT 	Black,1,18.75  ,18.75  ,"2,914.27  "
FireWrap® Grip Kit Black,12/02/2021,Invoice,M-120221-001,,FIREWRAP® GRIP KIT 	Black,2,19.99  ,39.98  ,"2,954.25  "
FireWrap® Grip Kit Black,12/09/2021,Invoice,M-120921-001,,FIREWRAP® GRIP KIT 	Black,1,18.75  ,18.75  ,"2,973.00  "
FireWrap® Grip Kit Black,12/17/2021,Invoice,M-121721-002,,FIREWRAP® GRIP KIT 	Black,5,18.75  ,93.75  ,"3,066.75  "
FireWrap® Grip Kit Black,12/17/2021,Invoice,M-121721-003,,FIREWRAP® GRIP KIT 	Black,1,18.75  ,18.75  ,"3,085.50  "
FireWrap® Grip Kit Black,12/17/2021,Invoice,M-121721-004,,FIREWRAP® GRIP KIT 	Black,3,18.75  ,56.25  ,"3,141.75  "
FireWrap® Grip Kit Black,12/20/2021,Invoice,M-122021-003,,FIREWRAP® GRIP KIT 	Black,15,24.95  ,374.25  ,"3,516.00  "
FireWrap® Grip Kit Black,01/04/2022,Invoice,M-010422-003,,FIREWRAP® GRIP KIT 	Black,4,18.75  ,75.00  ,"3,591.00  "
FireWrap® Grip Kit Black,01/12/2022,Invoice,M-011222-004,,FIREWRAP® GRIP KIT 	Black,3,18.75  ,56.25  ,"3,647.25  "
FireWrap® Grip Kit Black,01/18/2022,Invoice,M-011822-006,,FIREWRAP® GRIP KIT 	Black,0,,0.00  ,"3,647.25  "
FireWrap® Grip Kit Black,01/26/2022,Invoice,M-012622-001,,FIREWRAP® GRIP KIT 	Black,2,18.75  ,37.50  ,"3,684.75  "
FireWrap® Grip Kit Black,01/31/2022,Invoice,M-010522-001,,FIREWRAP® GRIP KIT 	Black,5,18.75  ,93.75  ,"3,778.50  "
FireWrap® Grip Kit Black,02/01/2022,Invoice,M-020122-002,,FIREWRAP® GRIP KIT 	Black,17,21.75  ,369.75  ,"4,148.25  "
FireWrap® Grip Kit Black,02/16/2022,Invoice,M-021622-001,,FIREWRAP® GRIP KIT 	Black,1,21.75  ,21.75  ,"4,170.00  "
FireWrap® Grip Kit Black,02/22/2022,Invoice,M-022122-005,,FIREWRAP® GRIP KIT 	Black,5,21.75  ,108.75  ,"4,278.75  "
FireWrap® Grip Kit Black,02/25/2022,Invoice,M-022522-001,,FIREWRAP® GRIP KIT 	Black,4,18.75  ,75.00  ,"4,353.75  "
FireWrap® Grip Kit Black,03/01/2022,Invoice,M-030122-002,,FIREWRAP® GRIP KIT 	Black,1,21.75  ,21.75  ,"4,375.50  "
FireWrap® Grip Kit Black,03/11/2022,Invoice,M-031122-004,,FIREWRAP® GRIP KIT 	Black,1,21.75  ,21.75  ,"4,397.25  "
FireWrap® Grip Kit Black,03/17/2022,Invoice,M-031722-003,,FIREWRAP® GRIP KIT 	Black,1,21.75  ,21.75  ,"4,419.00  "
FireWrap® Grip Kit Black,03/18/2022,Invoice,M-030122-005B,,FIREWRAP® GRIP KIT 	Black,0,,0.00  ,"4,419.00  "
FireWrap® Grip Kit Black,03/21/2022,Invoice,M-020422-003,,FIREWRAP® GRIP KIT 	Black,2,21.75  ,43.50  ,"4,462.50  "
FireWrap® Grip Kit Black,03/28/2022,Invoice,M-032822-005,,FIREWRAP® GRIP KIT 	Black,3,27.95  ,83.85  ,"4,546.35  "
FireWrap® Grip Kit Black,03/30/2022,Invoice,M-033022-005,,FIREWRAP® GRIP KIT 	Black,1,27.95  ,27.95  ,"4,574.30  "
FireWrap® Grip Kit Black,04/18/2022,Invoice,M-041822-002,,FIREWRAP® GRIP KIT 	Black,36,21.75  ,783.00  ,"5,357.30  "
FireWrap® Grip Kit Black,04/18/2022,Invoice,M-041822-005,,FIREWRAP® GRIP KIT 	Black,20,21.75  ,435.00  ,"5,792.30  "
FireWrap® Grip Kit Black,04/25/2022,Invoice,M-032822-002,,FIREWRAP® GRIP KIT 	Black,1,21.75  ,21.75  ,"5,814.05  "
FireWrap® Grip Kit Black,04/28/2022,Invoice,M-040522-001,,FIREWRAP® GRIP KIT 	Black,10,21.75  ,217.50  ,"6,031.55  "
FireWrap® Grip Kit Black,05/03/2022,Invoice,M-050322-007,,FIREWRAP® GRIP KIT 	Black,0,,0.00  ,"6,031.55  "
FireWrap® Grip Kit Black,05/03/2022,Invoice,M-041822-006,,FIREWRAP® GRIP KIT 	Black,5,21.75  ,108.75  ,"6,140.30  "
FireWrap® Grip Kit Black,05/03/2022,Invoice,M-041222-004,,FIREWRAP® GRIP KIT 	Black,2,21.75  ,43.50  ,"6,183.80  "
FireWrap® Grip Kit Black,05/03/2022,Invoice,M-030122-003,,FIREWRAP® GRIP KIT 	Black,20,16.50  ,330.00  ,"6,513.80  "
FireWrap® Grip Kit Black,05/03/2022,Invoice,M-041222-003,,FIREWRAP® GRIP KIT 	Black,1,21.75  ,21.75  ,"6,535.55  "
FireWrap® Grip Kit Black,05/10/2022,Invoice,M-050322-004,,FIREWRAP® GRIP KIT 	Black,1,21.75  ,21.75  ,"6,557.30  "
FireWrap® Grip Kit Black,05/11/2022,Invoice,M-051122-005,,FIREWRAP® GRIP KIT 	Black,1,21.75  ,21.75  ,"6,579.05  "
FireWrap® Grip Kit Black,05/12/2022,Invoice,M-050922-006,,FIREWRAP® GRIP KIT 	Black,12,27.95  ,335.40  ,"6,914.45  "
FireWrap® Grip Kit Black,05/17/2022,Invoice,M-051722-003,,FIREWRAP® GRIP KIT 	Black,1,21.75  ,21.75  ,"6,936.20  "
FireWrap® Grip Kit Black,05/20/2022,Invoice,M-050922-002,,FIREWRAP® GRIP KIT 	Black,1,21.75  ,21.75  ,"6,957.95  "
FireWrap® Grip Kit Black,05/23/2022,Invoice,M-052322-002,,FIREWRAP® GRIP KIT 	Black,1,21.75  ,21.75  ,"6,979.70  "
FireWrap® Grip Kit Black,05/23/2022,Invoice,M-052322-003,,FIREWRAP® GRIP KIT 	Black,2,21.75  ,43.50  ,"7,023.20  "
FireWrap® Grip Kit Black,05/26/2022,Invoice,M-052622-010,,FIREWRAP® GRIP KIT 	Black,1,21.75  ,21.75  ,"7,044.95  "
FireWrap® Grip Kit Black,05/26/2022,Invoice,M-052622-004,,FIREWRAP® GRIP KIT 	Black,6,21.75  ,130.50  ,"7,175.45  "
FireWrap® Grip Kit Black,05/26/2022,Invoice,M-052622-008,,FIREWRAP® GRIP KIT 	Black,3,21.75  ,65.25  ,"7,240.70  "
FireWrap® Grip Kit Black,05/31/2022,Invoice,M-053122-002,,FIREWRAP® GRIP KIT 	Black,28,16.50  ,462.00  ,"7,702.70  "
FireWrap® Grip Kit Black,06/07/2022,Invoice,M-060722-002,,FIREWRAP® GRIP KIT 	Black,1,21.75  ,21.75  ,"7,724.45  "
FireWrap® Grip Kit Black,06/07/2022,Invoice,M-060722-001,,FIREWRAP® GRIP KIT 	Black,5,21.75  ,108.75  ,"7,833.20  "
FireWrap® Grip Kit Black,06/10/2022,Invoice,M-060322-001,,FIREWRAP® GRIP KIT 	Black,6,21.75  ,130.50  ,"7,963.70  "
FireWrap® Grip Kit Black,06/10/2022,Invoice,M-061022-002,,FIREWRAP® GRIP KIT 	Black,1,21.75  ,21.75  ,"7,985.45  "
FireWrap® Grip Kit Black,06/19/2022,Invoice,M-061922-003,,FIREWRAP® GRIP KIT 	Black,3,21.75  ,65.25  ,"8,050.70  "
FireWrap® Grip Kit Black,06/22/2022,Invoice,M-062222-001,,FIREWRAP® GRIP KIT 	Black,8,21.75  ,174.00  ,"8,224.70  "
FireWrap® Grip Kit Black,06/23/2022,Invoice,M-062322-001,,FIREWRAP® GRIP KIT 	Black,12,21.75  ,261.00  ,"8,485.70  "
FireWrap® Grip Kit Black,06/23/2022,Invoice,M-052622-009,,FIREWRAP® GRIP KIT 	Black,10,21.75  ,217.50  ,"8,703.20  "
FireWrap® Grip Kit Black,07/05/2022,Invoice,M-070522-001,,FIREWRAP® GRIP KIT 	Black,1,21.75  ,21.75  ,"8,724.95  "
FireWrap® Grip Kit Black,07/18/2022,Invoice,M-071822-005,,FIREWRAP® GRIP KIT 	Black,2,21.75  ,43.50  ,"8,768.45  "
FireWrap® Grip Kit Black,07/21/2022,Invoice,M-072122-004,,FIREWRAP® GRIP KIT 	Black,5,21.75  ,108.75  ,"8,877.20  "
FireWrap® Grip Kit Black,07/21/2022,Invoice,M-072122-006,,FIREWRAP® GRIP KIT 	Black,4,21.75  ,87.00  ,"8,964.20  "
FireWrap® Grip Kit Black,07/21/2022,Invoice,M-072122-003,,FIREWRAP® GRIP KIT 	Black,8,21.75  ,174.00  ,"9,138.20  "
FireWrap® Grip Kit Black,07/21/2022,Invoice,M-072122-005,,FIREWRAP® GRIP KIT 	Black,1,21.75  ,21.75  ,"9,159.95  "
FireWrap® Grip Kit Black,07/25/2022,Invoice,M-072522-001,,FIREWRAP® GRIP KIT 	Black,6,21.75  ,130.50  ,"9,290.45  "
FireWrap® Grip Kit Black,07/25/2022,Invoice,M-072122-007,,FIREWRAP® GRIP KIT 	Black,5,27.95  ,139.75  ,"9,430.20  "
FireWrap® Grip Kit Black,08/08/2022,Invoice,M-080822-005,,FIREWRAP® GRIP KIT 	Black,17,21.75  ,369.75  ,"9,799.95  "
FireWrap® Grip Kit Black,08/25/2022,Invoice,M-082922-001,,FIREWRAP® GRIP KIT 	Black,1,21.75  ,21.75  ,"9,821.70  "
FireWrap® Grip Kit Black,09/05/2022,Invoice,M-082422-002,,FIREWRAP® GRIP KIT 	Black,6,21.75  ,130.50  ,"9,952.20  "
FireWrap® Grip Kit Black,09/08/2022,Invoice,M-082522-003,,FIREWRAP® GRIP KIT 	Black,3,21.75  ,65.25  ,"10,017.45  "
FireWrap® Grip Kit Black,09/13/2022,Invoice,M-091322-001,,FIREWRAP® GRIP KIT 	Black,2,21.75  ,43.50  ,"10,060.95  "
FireWrap® Grip Kit Black,09/15/2022,Invoice,M-091522-001,,FIREWRAP® GRIP KIT 	Black,2,21.75  ,43.50  ,"10,104.45  "
FireWrap® Grip Kit Black,09/20/2022,Invoice,M-092022-003,,FIREWRAP® GRIP KIT 	Black,5,21.75  ,108.75  ,"10,213.20  "
FireWrap® Grip Kit Black,09/26/2022,Invoice,M-092622-002,,FIREWRAP® GRIP KIT 	Black,5,21.75  ,108.75  ,"10,321.95  "
FireWrap® Grip Kit Black,10/05/2022,Invoice,M-100522-003,,FIREWRAP® GRIP KIT 	Black,1,21.75  ,21.75  ,"10,343.70  "
FireWrap® Grip Kit Black,10/31/2022,Invoice,M-103122-001,,FIREWRAP® GRIP KIT 	Black,10,21.75  ,217.50  ,"10,561.20  "
FireWrap® Grip Kit Black,10/31/2022,Invoice,M-103122-002,,FIREWRAP® GRIP KIT 	Black,5,21.75  ,108.75  ,"10,669.95  "
FireWrap® Grip Kit Black,11/05/2022,Invoice,M-110522-002,,FIREWRAP® GRIP KIT 	Black,2,21.75  ,43.50  ,"10,713.45  "
FireWrap® Grip Kit Black,11/05/2022,Invoice,M-110522-001,,FIREWRAP® GRIP KIT 	Black,1,21.75  ,21.75  ,"10,735.20  "
FireWrap® Grip Kit Black,11/13/2022,Invoice,M-111322-002,,FIREWRAP® GRIP KIT 	Black,1,21.75  ,21.75  ,"10,756.95  "
FireWrap® Grip Kit Black,11/28/2022,Invoice,M-112222-005,,FIREWRAP® GRIP KIT 	Black,5,21.75  ,108.75  ,"10,865.70  "
FireWrap® Grip Kit Black,11/28/2022,Invoice,M-110922-002,,FIREWRAP® GRIP KIT 	Black,16,21.75  ,348.00  ,"11,213.70  "
FireWrap® Grip Kit Black,11/28/2022,Invoice,M-112222-004,,FIREWRAP® GRIP KIT 	Black,20,21.75  ,435.00  ,"11,648.70  "
FireWrap® Grip Kit Black,12/06/2022,Invoice,M-120622-005,,FIREWRAP® GRIP KIT 	Black,6,27.95  ,167.70  ,"11,816.40  "
FireWrap® Grip Kit Black,12/07/2022,Invoice,M-112222-001,,FIREWRAP® GRIP KIT 	Black,6,21.75  ,130.50  ,"11,946.90  "
FireWrap® Grip Kit Black,12/12/2022,Invoice,M-121222-007,,FIREWRAP® GRIP KIT 	Black,5,21.75  ,108.75  ,"12,055.65  "
FireWrap® Grip Kit Black,12/15/2022,Invoice,M-121522-001,,FIREWRAP® GRIP KIT 	Black,10,27.95  ,279.50  ,"12,335.15  "
FireWrap® Grip Kit Black,12/27/2022,Invoice,M-122722-001,,FIREWRAP® GRIP KIT 	Black,11,21.75  ,239.25  ,"12,574.40  "
FireWrap® Grip Kit Black,12/27/2022,Invoice,M-121922-006,,FIREWRAP® GRIP KIT 	Black,4,21.75  ,87.00  ,"12,661.40  "
FireWrap® Grip Kit Black,01/06/2023,Invoice,M-010623-001,,FIREWRAP® GRIP KIT 	Black,6,21.75  ,130.50  ,"12,791.90  "
FireWrap® Grip Kit Black,01/06/2023,Invoice,M-121922-003,,FIREWRAP® GRIP KIT 	Black,10,21.75  ,217.50  ,"13,009.40  "
FireWrap® Grip Kit Black,01/10/2023,Invoice,M-011023-002,,FIREWRAP® GRIP KIT 	Black,1,21.75  ,21.75  ,"13,031.15  "
FireWrap® Grip Kit Black,01/10/2023,Invoice,M-011023-004,,FIREWRAP® GRIP KIT 	Black,6,21.75  ,130.50  ,"13,161.65  "
Total for FireWrap® Grip Kit Black,,,,,,619,,"$	13,161.65  ",
FireWrap® Grip Kit Blue,,,,,,,,,
FireWrap® Grip Kit Blue,03/26/2021,Invoice,M-032621-011,,FIREWRAP® GRIP KIT	Blue,2,18.75  ,37.50  ,37.50  
FireWrap® Grip Kit Blue,03/26/2021,Invoice,M-032621-004,,FIREWRAP® GRIP KIT	Blue,2,18.75  ,37.50  ,75.00  
FireWrap® Grip Kit Blue,03/26/2021,Invoice,M-032621-008,,FIREWRAP® GRIP KIT	Blue,10,18.75  ,187.50  ,262.50  
FireWrap® Grip Kit Blue,03/26/2021,Invoice,M-032621-012,,FIREWRAP® GRIP KIT	Blue,2,18.75  ,37.50  ,300.00  
FireWrap® Grip Kit Blue,07/08/2021,Invoice,M-070821-001,,FIREWRAP® GRIP KIT	Blue,10,18.75  ,187.50  ,487.50  
FireWrap® Grip Kit Blue,08/12/2021,Invoice,M-081221-002,,FIREWRAP® GRIP KIT	Blue,5,18.75  ,93.75  ,581.25  
FireWrap® Grip Kit Blue,08/24/2021,Invoice,M-082421-003,,FIREWRAP® GRIP KIT	Blue,1,24.99  ,24.99  ,606.24  
FireWrap® Grip Kit Blue,09/07/2021,Invoice,M-090721-002,,FIREWRAP® GRIP KIT	Blue,4,18.75  ,75.00  ,681.24  
FireWrap® Grip Kit Blue,09/20/2021,Invoice,M-092021-001,,FIREWRAP® GRIP KIT	Blue,1,18.75  ,18.75  ,699.99  
FireWrap® Grip Kit Blue,09/22/2021,Invoice,M-092221-001,,FIREWRAP® GRIP KIT	Blue,3,18.75  ,56.25  ,756.24  
FireWrap® Grip Kit Blue,09/30/2021,Invoice,M-093021-001,,FIREWRAP® GRIP KIT	Blue,4,19.99  ,79.96  ,836.20  
FireWrap® Grip Kit Blue,10/07/2021,Invoice,M-100721-008,,FIREWRAP® GRIP KIT	Blue,2,18.75  ,37.50  ,873.70  
FireWrap® Grip Kit Blue,10/07/2021,Invoice,M-100721-003,,FIREWRAP® GRIP KIT	Blue,7,18.75  ,131.25  ,"1,004.95  "
FireWrap® Grip Kit Blue,10/20/2021,Invoice,M-102021-005,,FIREWRAP® GRIP KIT	Blue,2,18.75  ,37.50  ,"1,042.45  "
FireWrap® Grip Kit Blue,10/20/2021,Invoice,M-102021-002,,FIREWRAP® GRIP KIT	Blue,3,18.75  ,56.25  ,"1,098.70  "
FireWrap® Grip Kit Blue,10/27/2021,Invoice,M-102721-005,,FIREWRAP® GRIP KIT	Blue,9,18.75  ,168.75  ,"1,267.45  "
FireWrap® Grip Kit Blue,11/02/2021,Invoice,M-091021-001,,FIREWRAP® GRIP KIT	Blue,3,18.75  ,56.25  ,"1,323.70  "
FireWrap® Grip Kit Blue,11/30/2021,Invoice,M-113021-002,,FIREWRAP® GRIP KIT	Blue,1,18.75  ,18.75  ,"1,342.45  "
FireWrap® Grip Kit Blue,12/02/2021,Invoice,M-120221-001,,FIREWRAP® GRIP KIT	Blue,1,19.99  ,19.99  ,"1,362.44  "
FireWrap® Grip Kit Blue,12/17/2021,Invoice,M-121721-005,,FIREWRAP® GRIP KIT	Blue,6,18.75  ,112.50  ,"1,474.94  "
FireWrap® Grip Kit Blue,12/22/2021,Invoice,M-122221-001,,FIREWRAP® GRIP KIT	Blue,3,18.75  ,56.25  ,"1,531.19  "
FireWrap® Grip Kit Blue,01/07/2022,Invoice,M-101821-002,,FIREWRAP® GRIP KIT	Blue,2,18.75  ,37.50  ,"1,568.69  "
FireWrap® Grip Kit Blue,01/11/2022,Invoice,M-011122-003,,FIREWRAP® GRIP KIT	Blue,10,24.95  ,249.50  ,"1,818.19  "
FireWrap® Grip Kit Blue,01/12/2022,Invoice,M-011222-004,,FIREWRAP® GRIP KIT	Blue,7,18.75  ,131.25  ,"1,949.44  "
FireWrap® Grip Kit Blue,01/18/2022,Invoice,M-011822-006,,FIREWRAP® GRIP KIT	Blue,0,,0.00  ,"1,949.44  "
FireWrap® Grip Kit Blue,01/31/2022,Invoice,M-010522-001,,FIREWRAP® GRIP KIT	Blue,15,18.75  ,281.25  ,"2,230.69  "
FireWrap® Grip Kit Blue,02/01/2022,Invoice,M-020122-002,,FIREWRAP® GRIP KIT	Blue,4,21.75  ,87.00  ,"2,317.69  "
FireWrap® Grip Kit Blue,02/14/2022,Invoice,M-021422-002,,FIREWRAP® GRIP KIT	Blue,2,21.75  ,43.50  ,"2,361.19  "
FireWrap® Grip Kit Blue,02/21/2022,Invoice,M-022122-001,,FIREWRAP® GRIP KIT	Blue,2,27.95  ,55.90  ,"2,417.09  "
FireWrap® Grip Kit Blue,02/21/2022,Invoice,M-022122-006,,FIREWRAP® GRIP KIT	Blue,2,21.75  ,43.50  ,"2,460.59  "
FireWrap® Grip Kit Blue,02/22/2022,Invoice,M-022222-002,,FIREWRAP® GRIP KIT	Blue,4,21.75  ,87.00  ,"2,547.59  "
FireWrap® Grip Kit Blue,02/22/2022,Invoice,M-022122-005,,FIREWRAP® GRIP KIT	Blue,2,21.75  ,43.50  ,"2,591.09  "
FireWrap® Grip Kit Blue,02/25/2022,Invoice,M-022522-002,,FIREWRAP® GRIP KIT	Blue,2,21.75  ,43.50  ,"2,634.59  "
FireWrap® Grip Kit Blue,03/04/2022,Invoice,M-030422-001,,FIREWRAP® GRIP KIT	Blue,1,21.75  ,21.75  ,"2,656.34  "
FireWrap® Grip Kit Blue,03/04/2022,Invoice,M-030422-002,,FIREWRAP® GRIP KIT	Blue,15,21.75  ,326.25  ,"2,982.59  "
FireWrap® Grip Kit Blue,03/04/2022,Invoice,M-030422-004,,FIREWRAP® GRIP KIT	Blue,24,21.75  ,522.00  ,"3,504.59  "
FireWrap® Grip Kit Blue,03/11/2022,Invoice,M-031122-004,,FIREWRAP® GRIP KIT	Blue,4,21.75  ,87.00  ,"3,591.59  "
